X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,t,TE,y,e,wt,v
c,d,d,a,a,-1.05,-2.3,-0.96,1.37,0.37,0.12,0.72,2.54,-1.4,0.46,1.66,-0.2,-1.36,0.6,-1.1,1,9.31,16.01,0.49,2.04,32.66
b,b,d,b,d,0.2,1.1,0.01,0.26,1.01,-0.8,0.67,1.21,-0.01,-0.54,0.61,-0.18,-0.19,0.63,0.41,1,11.77,21.67,0.86,1.16,25.14
c,c,b,a,b,-0.3,-1.24,-0.48,0.92,3.06,0.58,-0.19,0.24,-0.63,-1.77,1.82,1.63,1.28,1.27,0.33,1,19.51,31.080000000000002,0.88,1.14,35.43
e,c,a,c,e,0.1,-0.34,0.61,0.54,-2.37,1.11,0.05,0.29,1.39,1.8,0.33,-0.24,0.14,2.1,0.98,1,16.43,24.51,0.85,1.18,28.92
b,a,b,d,d,-0.86,-0.64,-0.32,0.44,-0.79,-0.61,0.83,0.99,1.73,-1.51,0.54,0.56,-0.99,-1.1,-0.38,1,7.78,16.09,0.65,1.54,24.78
e,a,e,a,a,0.43,-0.72,-0.28,0.07,0.29,1.01,-1.31,-0.28,1.43,0.35,0.11,0.42,2.07,0.14,1.39,1,16.42,26.630000000000003,0.9,1.11,29.56
b,b,b,a,a,1.06,0.08,-0.45,-1.09,-0.59,-1.17,-1.87,1.0,1.84,-0.22,-0.3,0.95,0.38,0.41,-0.22,1,10.75,21.98,0.91,1.1,24.18
a,b,b,a,b,1.53,0.52,0.66,0.87,0.78,-1.75,-0.15,-0.53,0.15,-1.5,-0.58,0.43,-0.65,-1.51,-0.73,1,9.88,17.17,0.64,1.56,26.79
b,e,e,c,e,-0.21,0.68,0.56,-0.51,0.28,0.06,-0.51,-0.89,1.39,-1.2,0.82,-1.07,-1.95,-0.88,-0.77,0,8.72,6.0600000000000005,0.31,1.45,8.79
b,b,c,d,d,-1.4,-1.57,-0.91,1.73,1.48,0.18,1.26,-0.85,0.82,1.62,-0.45,-2.1,-0.68,0.16,0.76,0,16.34,3.7200000000000006,0.63,2.7,10.04
e,c,a,e,d,0.79,-1.3,0.66,-1.32,-0.72,-0.17,-0.38,-0.0,-0.49,1.12,1.82,0.6,0.18,-0.05,-1.17,0,10.44,7.800000000000001,0.49,1.96,15.29
c,b,a,e,b,-0.96,1.03,-0.4,0.51,0.17,-0.02,-0.55,-0.58,-1.04,0.04,-0.23,0.07,-0.33,2.21,0.61,1,9.3,15.379999999999999,0.55,1.82,27.99
a,e,a,b,c,1.25,1.09,-0.28,-0.03,-0.15,0.59,0.03,0.65,1.14,-0.02,-0.19,-0.98,-1.26,-1.63,2.09,1,14.32,22.34,0.79,1.27,28.37
a,b,c,c,a,-0.23,1.74,-0.87,-1.82,0.61,-1.52,-0.07,0.82,0.47,0.59,0.68,-1.27,0.72,-0.15,0.34,1,12.52,20.92,0.59,1.69,35.35
d,b,e,a,d,-1.13,1.31,1.05,-0.24,-0.21,1.06,1.23,0.69,-0.46,-1.39,-0.6,0.2,0.12,0.46,-0.86,1,9.53,17.06,0.6,1.67,28.49
d,d,a,d,d,-0.13,-0.03,0.21,-1.12,-0.18,-0.73,-1.51,-0.21,0.53,0.35,0.99,-0.19,-0.68,0.41,0.02,1,6.41,12.83,0.45,2.22,28.48
e,b,d,c,e,-0.92,-1.0,0.27,-0.05,0.05,-0.38,0.55,0.3,-0.15,-0.21,-0.39,-0.44,0.86,0.74,1.84,0,8.91,5.510000000000001,0.79,4.76,26.23
c,b,d,e,a,-0.43,-0.78,-0.02,1.58,1.96,-0.66,0.33,0.52,-0.41,0.37,-0.35,1.06,-1.83,-0.07,-0.38,1,14.07,20.650000000000002,0.86,1.16,23.95
c,b,c,a,c,-0.83,0.79,-0.78,0.02,-1.2,-2.36,-0.91,-2.17,-0.41,0.95,0.41,0.77,-0.6,0.79,0.32,0,9.37,4.8100000000000005,0.34,1.52,7.31
e,c,c,a,a,-1.89,-1.67,-0.97,-0.77,-0.18,0.68,0.29,-0.22,-1.56,-0.59,-0.49,-0.36,1.32,1.75,-0.45,0,8.89,2.4800000000000004,0.25,1.33,3.3
e,e,b,c,c,-0.22,-1.8,0.4,-0.35,-0.2,-0.24,0.12,-1.33,0.41,0.82,0.07,0.36,0.23,0.2,-1.45,1,7.88,11.850000000000001,0.32,3.12,36.97
a,b,a,d,d,1.34,-0.43,-1.18,0.12,-0.91,1.07,0.86,1.07,1.3,0.42,-0.23,1.3,-0.13,-0.78,-0.63,1,12.75,22.25,0.89,1.12,24.92
c,b,d,c,b,-1.5,-0.6,0.23,-1.87,-0.13,0.67,0.06,0.34,-0.62,0.53,1.41,0.89,-0.74,-1.65,-1.07,1,8.7,13.170000000000002,0.65,1.54,20.28
a,b,c,a,a,1.37,1.27,0.63,0.31,1.83,0.52,-1.64,0.0,-0.12,1.03,1.16,-0.21,0.7,-1.57,-1.03,0,16.85,9.66,0.91,11.11,107.32
b,e,b,a,b,0.02,-1.48,1.0,1.1,-1.27,-0.85,0.82,-0.26,-0.19,-2.15,-1.63,0.51,0.16,-0.45,0.78,0,9.28,5.340000000000001,0.64,2.78,14.85
b,a,e,c,a,0.96,-0.09,-0.72,0.58,0.94,-1.02,0.39,0.55,-0.31,-0.05,-0.66,0.1,-1.22,-0.65,-0.24,0,6.77,7.91,0.5,2.0,15.82
c,b,b,e,d,1.18,1.13,0.65,-1.8,0.83,1.0,0.36,2.69,-0.76,-0.25,0.47,2.43,0.03,0.28,0.33,1,13.83,28.59,0.88,1.14,32.59
c,a,c,c,a,-0.05,-0.41,1.13,1.06,0.79,0.16,-0.48,0.76,-1.44,-0.83,-1.48,-0.37,0.47,-0.17,-1.22,1,8.44,15.75,0.74,1.35,21.26
a,a,c,e,c,-0.26,1.3,-0.3,-0.39,0.68,0.45,-0.37,-2.0,1.39,-0.43,-2.17,0.81,0.54,0.18,-0.21,1,13.89,20.8,0.76,1.32,27.46
d,c,d,d,c,0.28,0.45,0.14,-0.47,0.05,0.81,0.79,-2.01,0.23,-0.88,0.21,-0.29,1.26,-1.72,0.01,0,9.3,6.66,0.43,1.75,11.66
c,a,e,e,d,-1.12,-0.68,0.52,-2.44,1.89,-1.32,-1.77,1.04,0.74,-0.74,0.52,1.95,0.13,-0.53,-0.66,0,11.84,8.74,0.52,2.08,18.18
d,a,e,c,b,-0.87,-0.1,-0.98,0.84,0.43,-0.56,0.01,1.23,0.78,-1.04,1.9,0.1,-0.43,0.41,-1.9,1,8.48,17.43,0.74,1.35,23.53
b,c,a,d,e,-1.43,1.07,-0.02,-0.58,-0.18,0.08,0.67,1.2,-0.86,1.5,-1.27,0.37,1.08,0.87,0.21,1,11.19,19.13,0.88,1.14,21.81
a,b,a,a,b,1.39,-0.07,-0.89,-0.48,0.44,0.23,-0.75,-1.99,0.97,0.59,0.15,-0.85,-1.07,0.18,-0.77,0,12.04,5.090000000000001,0.75,4.0,20.36
c,c,a,d,c,-1.26,-1.12,-0.57,-0.63,-1.92,1.0,0.62,0.87,-0.37,-0.72,-0.7,0.12,-1.11,0.94,-0.2,1,7.74,12.75,0.63,1.59,20.27
a,b,d,d,a,0.82,0.61,-0.25,-0.3,0.15,1.33,1.19,0.55,0.45,-0.16,0.01,-1.71,0.86,-0.86,-0.72,1,11.03,18.490000000000002,0.79,1.27,23.48
e,b,e,b,b,-0.07,0.11,-0.38,0.55,0.11,1.15,-0.56,-0.85,-0.71,-0.21,0.25,-0.14,0.63,-0.4,0.38,0,10.5,7.75,0.48,1.92,14.88
b,a,b,e,e,-1.49,-1.0,0.6,-1.52,0.8,-0.38,-0.04,-0.55,0.73,-0.6,0.83,-1.03,2.22,-0.16,0.36,0,10.64,5.960000000000001,0.42,1.72,10.25
d,e,b,d,a,0.12,1.72,-1.47,-1.42,0.4,-0.55,2.3,1.53,1.97,0.65,-1.39,0.08,0.29,0.33,-0.35,1,13.49,23.080000000000002,0.87,1.15,26.54
d,e,a,d,d,0.67,0.83,-1.06,0.79,-1.08,-0.84,-0.64,-0.56,-0.09,0.57,0.95,-1.12,-0.01,0.14,-0.47,1,8.65,15.25,0.76,1.32,20.13
d,e,d,c,c,1.08,-0.03,-1.04,-1.53,0.2,1.22,-0.37,0.74,-1.0,0.35,-0.51,-0.43,0.49,-0.08,-0.91,1,9.98,17.44,0.65,1.54,26.86
e,b,c,a,e,-0.47,-0.37,1.0,2.2,2.28,1.54,0.86,-2.45,0.44,0.9,1.32,-0.48,0.76,-1.32,0.88,1,21.66,28.75,0.74,1.35,38.81
a,d,d,d,e,-2.85,-1.14,2.25,1.28,-0.76,-1.34,-0.39,-0.66,-0.53,0.25,0.2,1.26,-2.69,0.96,0.38,1,7.9,11.27,0.41,2.44,27.5
e,e,e,a,b,-0.16,-0.01,-0.38,0.04,0.32,1.45,-0.52,0.67,-0.75,-1.13,1.07,-0.14,-1.27,-0.88,-0.12,1,9.2,15.170000000000002,0.8,1.25,18.96
b,c,d,e,a,0.13,1.37,-1.36,-0.18,0.35,0.29,0.21,-1.29,-1.33,0.93,1.44,-0.2,2.32,0.3,-0.34,1,14.23,23.75,0.74,1.35,32.06
a,d,c,b,c,0.54,1.12,1.99,-0.48,-0.84,-2.08,0.61,-0.07,0.81,-2.74,-0.93,-1.22,-0.9,0.28,-0.78,1,9.3,14.440000000000001,0.67,1.49,21.52
b,b,e,a,e,0.71,0.44,0.86,0.14,-0.37,-0.19,-0.86,-0.21,-2.13,-0.21,-1.27,0.27,-0.75,1.59,1.51,1,8.14,15.21,0.79,1.27,19.32
d,c,d,e,a,0.09,1.56,-0.24,0.56,-0.26,-0.48,0.49,0.39,-1.25,2.91,-1.14,0.64,-0.02,0.74,0.3,1,15.52,25.59,0.83,1.2,30.71
d,c,d,d,b,0.43,-0.52,0.38,-0.43,-0.12,-0.36,-0.09,-1.09,1.46,-0.14,-0.11,-0.48,1.54,0.33,0.35,0,10.39,7.620000000000001,0.59,2.44,18.59
c,d,e,c,a,0.82,1.33,0.77,-1.6,0.98,-2.17,0.87,-2.04,1.58,-0.85,1.81,0.87,-0.8,-1.29,-0.26,1,12.67,21.96,0.73,1.37,30.09
a,b,c,d,e,-0.83,-0.07,-0.66,-0.84,0.08,0.74,-1.41,0.8,0.15,-1.46,0.47,2.11,-1.06,0.03,0.23,1,9.14,17.78,0.57,1.75,31.12
b,d,b,e,c,-0.7,0.48,1.13,1.12,-1.05,1.84,0.85,0.17,1.16,-0.44,-0.79,1.38,0.14,0.81,0.16,1,15.3,24.82,0.93,1.08,26.81
b,d,c,b,d,-2.61,0.36,0.85,-1.98,-0.3,0.02,-0.54,-1.2,-1.32,2.29,-0.62,2.31,0.88,-0.08,0.69,1,15.52,21.43,0.84,1.19,25.5
b,a,a,a,d,0.81,0.14,-2.05,-0.18,0.09,1.41,-1.74,-0.39,-0.7,-0.07,-0.37,-3.29,0.92,-0.39,0.7,0,9.43,3.8500000000000005,0.25,1.33,5.12
c,a,e,e,b,-0.46,-0.21,-0.35,0.53,-0.8,1.06,-0.06,-1.09,-0.42,0.24,-1.29,-0.42,-0.95,2.33,-0.15,1,7.24,11.45,0.7,1.43,16.37
c,a,d,a,b,0.65,-1.12,2.05,1.1,2.48,-1.73,-0.33,2.01,-1.88,0.51,0.22,-1.42,-0.81,-1.52,0.7,1,14.3,21.48,0.69,1.45,31.15
b,e,d,b,a,2.39,-0.67,-0.71,-0.49,-1.67,0.31,-1.27,-0.67,0.66,0.15,-0.26,-1.73,1.83,-0.18,-1.14,1,10.99,16.69,0.82,1.22,20.36
b,e,b,c,b,1.54,-1.26,-0.65,-1.11,1.74,0.13,0.76,-1.16,-0.1,-0.81,-0.69,1.01,1.9,0.71,0.83,1,14.66,23.03,0.52,1.92,44.22
c,e,c,a,d,1.68,0.76,-0.49,-0.73,0.63,-0.08,1.0,0.33,-0.48,-0.28,0.01,-1.02,0.23,0.5,0.45,1,7.96,17.59,0.74,1.35,23.75
d,a,d,c,d,0.3,-0.3,-1.02,0.47,0.53,-1.42,-1.74,0.27,0.63,2.86,0.31,-0.11,-1.52,-0.09,0.04,1,12.49,18.73,0.65,1.54,28.84
a,c,d,d,d,0.61,0.51,2.16,-1.16,-0.65,-0.35,-1.6,0.96,-2.31,1.99,1.76,0.14,0.4,0.97,-0.2,1,10.75,19.17,0.87,1.15,22.05
b,b,b,d,a,1.67,-1.61,-1.98,1.96,-0.31,-0.97,0.58,0.4,-0.33,0.16,-0.86,-0.88,-0.26,0.59,0.03,0,7.72,5.550000000000001,0.44,1.79,9.93
b,c,b,e,b,-0.12,0.8,-0.62,0.46,0.75,-1.61,0.15,0.52,1.72,-0.84,-1.18,0.06,-0.45,-0.69,-0.19,1,11.48,19.91,0.75,1.33,26.48
a,a,b,a,b,1.06,-2.36,-0.66,-0.61,-0.13,-0.35,-0.39,-1.71,-0.32,-0.09,1.11,-0.8,-0.47,0.54,-0.69,0,4.73,2.99,0.18,1.22,3.65
b,b,b,c,e,0.19,0.77,0.76,1.02,-2.82,-0.33,0.97,-1.91,-0.25,0.79,-0.22,-0.17,-0.3,1.62,-0.21,1,8.38,14.760000000000002,0.52,1.92,28.34
c,a,d,b,d,-1.3,1.6,0.7,-1.16,-1.34,0.79,-0.24,-0.71,-1.21,0.46,-0.28,1.39,1.05,-0.92,1.42,1,14.53,22.23,0.87,1.15,25.56
a,e,a,e,d,-0.63,0.06,0.08,-0.2,-0.86,-0.71,1.31,-0.83,1.15,-0.46,-1.76,0.2,-0.21,-0.43,-0.43,1,9.63,14.54,0.77,1.3,18.9
d,b,c,c,b,-0.08,0.3,-1.61,-0.64,0.74,-0.01,1.44,0.64,-1.06,-0.81,-0.32,-1.8,0.19,0.84,0.74,0,9.72,5.2700000000000005,0.29,1.41,7.43
b,b,e,e,c,-0.61,-0.17,-0.44,0.52,-0.06,-0.78,0.54,0.46,-0.08,0.63,-0.9,1.24,-0.59,1.45,-0.08,1,10.26,18.66,0.67,1.49,27.8
c,a,b,c,a,-0.1,-0.1,0.69,0.52,-0.6,-1.52,-0.83,0.29,-1.33,-2.29,0.64,0.78,-1.98,-0.65,-0.37,0,6.11,6.3100000000000005,0.27,1.37,8.64
e,d,a,a,d,-1.19,-0.64,-1.04,-2.32,0.13,1.78,0.04,-0.17,1.23,-2.18,-1.4,1.24,-0.39,0.36,1.13,0,13.06,5.210000000000001,0.68,3.13,16.31
e,a,e,a,a,-0.69,0.76,-0.89,-0.17,-0.34,-0.93,1.06,0.1,1.28,0.72,0.45,0.49,0.18,0.78,1.24,1,11.16,21.080000000000002,0.85,1.18,24.87
a,d,d,e,b,1.38,-0.0,1.96,-0.08,-0.25,-0.37,-0.02,-0.46,-0.87,1.83,-1.73,-0.14,-0.07,0.42,0.74,1,9.93,17.07,0.81,1.23,21.0
d,b,b,e,a,-0.06,0.06,0.12,0.44,-0.88,-0.08,0.9,0.62,-0.54,-0.67,0.21,-1.54,-0.52,-0.95,-0.43,0,5.82,5.65,0.55,2.22,12.54
a,e,d,d,a,-0.09,1.29,1.11,-0.49,-0.7,-0.54,2.03,0.36,0.42,-0.8,-0.61,0.29,0.02,-0.58,2.01,1,10.15,19.34,0.83,1.2,23.21
b,a,a,c,c,1.33,-1.92,1.04,-1.14,0.74,0.85,-0.35,0.29,0.3,-0.02,-0.74,-0.13,-0.36,1.12,-0.51,1,8.73,16.26,0.81,1.23,20.0
c,e,d,c,c,-1.04,1.23,-0.1,0.33,-1.83,0.88,-2.26,0.91,0.55,-0.64,2.46,0.38,0.63,0.24,0.42,1,13.05,22.09,0.91,1.1,24.3
d,b,e,e,a,1.49,0.03,0.45,-0.67,0.59,1.75,-1.44,-0.39,-0.59,-1.25,1.73,0.18,0.6,-1.32,0.16,0,12.52,9.36,0.74,3.85,36.04
e,a,c,a,b,-0.57,-0.18,0.34,-0.85,-1.36,-0.07,-0.97,1.72,-0.18,-0.23,1.43,-1.42,-0.43,-0.98,-0.18,1,5.37,12.02,0.62,1.61,19.35
e,d,b,e,b,-0.2,-0.1,0.89,0.42,1.04,0.91,0.18,-0.21,0.64,1.55,-1.06,-0.2,-0.41,-1.28,1.9,1,14.94,21.8,0.93,1.08,23.54
d,a,a,d,a,0.21,-2.51,-0.57,-0.27,0.78,0.85,2.1,-0.18,-0.1,-0.47,0.71,0.45,-0.19,-0.05,0.46,0,7.89,6.300000000000001,0.3,1.43,9.01
e,a,b,a,e,0.49,0.65,1.37,-1.4,-0.65,0.12,-0.64,0.38,-0.23,1.01,0.19,-0.76,-0.83,-0.83,1.02,0,8.4,7.94,0.51,2.04,16.2
c,d,e,c,d,0.01,-0.56,-1.18,-1.27,-0.49,0.65,-0.52,-0.96,-0.38,-2.41,0.74,1.11,2.29,0.37,0.77,0,11.63,8.040000000000001,0.51,2.04,16.4
d,b,a,a,a,2.74,-0.12,-0.49,-0.11,0.82,-0.12,1.05,-0.12,-0.2,-0.87,-0.24,-0.86,1.32,-0.63,0.33,1,12.21,21.69,0.57,1.75,37.96
d,e,a,c,b,0.41,-0.43,1.43,0.3,-0.41,-0.1,-0.49,-0.64,0.48,-0.83,0.53,-0.22,0.37,-0.34,0.24,0,9.04,6.99,0.46,1.85,12.93
b,c,d,b,d,0.78,1.07,-0.91,0.94,-1.42,0.44,-1.16,-0.97,1.67,-1.05,1.24,-1.1,0.54,0.56,-0.23,0,14.88,7.870000000000001,0.71,3.45,27.15
c,a,c,d,c,-1.03,1.15,-0.76,-1.12,0.21,-0.93,-0.14,1.58,1.43,-0.61,1.6,0.46,0.76,0.18,-0.25,1,10.41,20.94,0.81,1.23,25.76
e,c,b,b,c,0.33,-1.18,-0.3,-0.52,-1.57,-1.13,0.77,0.32,-0.5,-0.38,1.14,0.81,-0.2,-0.61,0.44,1,8.85,14.969999999999999,0.54,1.85,27.69
c,c,a,a,e,-0.43,-0.37,-0.17,-1.04,1.02,2.76,-1.53,-0.84,-0.1,0.09,-1.42,1.25,-0.58,-0.46,1.14,0,15.0,7.380000000000001,0.65,2.86,21.11
d,b,c,a,a,0.88,-2.03,-1.97,-0.52,-0.67,1.04,-0.15,0.39,-0.34,-1.5,-1.58,0.77,0.86,-1.77,1.16,1,10.25,15.900000000000002,0.69,1.45,23.06
e,b,a,a,c,-2.09,-0.44,-1.21,0.06,-0.81,-0.37,-0.8,-0.28,0.83,1.29,0.16,-0.5,-0.17,2.39,0.82,1,12.98,17.97,0.7,1.43,25.7
d,c,d,d,d,0.13,0.87,0.83,0.43,-0.03,-1.38,0.52,-0.43,-0.19,0.74,-0.97,1.18,1.01,-0.3,-0.4,1,10.67,19.78,0.85,1.18,23.34
e,e,a,c,b,-1.01,0.61,0.37,0.26,-0.07,-0.64,-0.27,0.16,-0.09,2.03,-0.41,2.0,-0.56,-0.08,1.29,0,15.52,8.57,0.69,3.23,27.68
b,b,b,c,d,0.73,-0.6,1.13,1.51,1.17,-1.22,-0.54,0.56,1.27,1.09,-0.36,-0.71,1.55,-1.55,0.38,1,18.11,27.650000000000002,0.88,1.14,31.52
c,c,e,d,d,-0.74,0.49,0.04,0.33,0.95,0.13,-1.25,0.21,0.44,0.22,0.86,-0.11,-1.76,-1.49,1.33,1,8.4,16.72,0.54,1.85,30.93
b,c,b,a,b,-0.24,-0.93,0.03,0.24,0.62,-0.5,-0.6,0.73,1.04,-0.57,1.29,0.82,-0.54,0.15,-0.0,0,11.33,9.56,0.78,4.55,43.5
e,a,a,d,a,2.21,-0.33,-0.29,0.88,1.7,-2.17,0.72,-1.27,-0.39,1.46,0.51,-1.11,1.09,0.21,-1.1,1,14.47,21.490000000000002,0.65,1.54,33.09
b,b,c,e,e,-0.98,-0.35,0.97,0.87,-1.19,0.32,1.88,-1.39,0.33,-0.7,1.28,-0.16,-1.81,-0.98,2.37,0,10.81,5.3100000000000005,0.35,1.54,8.18
a,c,c,c,a,-0.31,-1.05,1.54,0.04,0.14,1.0,-0.32,0.04,-1.07,0.93,0.5,1.1,-1.23,0.04,-0.42,1,10.14,16.97,0.71,1.41,23.93
d,a,c,a,b,0.93,1.31,0.08,-0.18,0.49,-0.01,-0.08,-0.08,3.51,1.13,-0.38,0.48,1.44,-1.21,0.68,1,19.87,31.46,0.96,1.04,32.72
b,b,d,a,e,-3.15,-0.22,0.64,-0.29,0.99,0.03,-0.37,0.19,-1.27,0.88,-1.2,-0.27,0.43,0.51,0.95,1,10.1,14.91,0.32,3.12,46.52
e,a,c,c,d,-1.35,-0.19,-1.26,-1.91,-1.85,0.27,-0.48,-0.77,-0.11,-0.31,-0.51,-0.98,0.59,0.53,-1.25,1,5.73,7.710000000000001,0.27,3.7,28.53
c,b,a,b,a,-1.38,-1.54,1.24,1.69,-1.14,-0.66,-0.53,0.7,0.46,-0.65,-1.35,0.52,0.87,0.26,-2.07,1,12.85,17.55,0.51,1.96,34.4
b,c,c,b,c,-1.52,2.4,-1.6,0.55,1.96,-0.73,-0.64,0.31,-1.23,0.09,0.51,1.03,0.59,-0.15,0.11,0,17.54,9.4,0.79,4.76,44.74
b,b,b,a,e,-0.56,0.14,0.91,-0.52,-2.49,0.79,0.77,-0.4,-0.85,-1.55,-0.42,1.28,-0.13,1.56,-0.2,1,8.38,14.16,0.6,1.67,23.65
b,b,c,a,c,1.19,0.22,-0.2,-1.13,0.32,0.47,-0.29,0.66,-0.52,1.17,0.5,0.3,0.21,-0.73,-0.34,1,11.66,21.03,0.76,1.32,27.76
c,a,a,b,a,0.23,0.36,0.22,-0.09,0.88,-0.94,-1.29,-1.1,-1.19,-0.42,-1.02,0.45,0.61,-0.13,-1.69,0,8.27,6.0200000000000005,0.49,1.96,11.8
e,b,c,b,e,-1.22,-0.28,-1.4,-0.01,0.4,-0.98,0.92,-0.03,-0.19,-0.36,-1.0,0.29,0.35,1.71,1.05,0,8.43,6.17,0.32,1.47,9.07
d,e,a,c,a,0.62,0.82,-0.43,-0.25,0.5,0.23,-0.16,-0.03,-2.17,1.35,-1.72,0.43,-0.94,0.09,0.57,1,12.04,19.2,0.44,2.27,43.58
e,e,b,a,a,-1.5,-0.85,-0.85,1.73,-2.08,2.07,0.47,-0.1,0.01,1.07,-1.81,-1.28,-1.39,0.63,-1.43,0,12.59,1.7700000000000005,0.54,2.17,3.84
c,d,c,d,c,-0.58,-0.79,-0.58,1.02,1.13,-0.96,-0.04,1.25,0.16,0.4,-0.09,0.46,-0.42,-0.41,0.49,1,9.67,17.38,0.79,1.27,22.07
c,a,a,b,e,-1.18,0.74,-0.8,-0.85,-0.14,-0.55,-1.3,0.48,0.57,-1.8,-0.53,-0.39,1.09,-0.55,0.33,0,9.89,5.840000000000001,0.45,1.82,10.63
b,e,b,a,c,2.16,-0.47,-0.2,0.09,-2.26,-0.36,-0.72,0.92,1.15,-0.26,-0.59,-0.04,1.69,0.08,0.46,1,11.49,20.64,0.71,1.41,29.1
a,d,b,d,d,0.26,1.63,-0.72,-1.35,0.42,0.58,-1.05,1.31,-0.06,-0.18,1.18,-0.08,-0.19,-0.56,0.38,1,6.92,16.990000000000002,0.9,1.11,18.86
a,d,a,d,e,-1.44,-0.36,-1.3,1.01,1.43,0.25,1.56,-0.3,0.52,0.67,0.19,-1.51,0.45,0.93,1.04,1,12.26,18.19,0.54,1.85,33.65
c,a,b,a,b,0.08,-2.9,2.51,1.84,0.11,-0.12,0.33,-0.85,2.05,0.05,1.91,0.87,-1.74,1.17,-1.28,0,13.38,8.31,0.8,5.0,41.55
e,b,e,e,a,-0.09,0.29,-1.08,0.56,-0.96,0.15,1.21,0.22,-1.16,0.13,1.48,0.35,1.15,-0.14,-0.63,1,10.5,18.19,0.83,1.2,21.83
d,c,d,e,c,0.11,1.08,0.2,-0.77,0.46,-0.59,-1.43,1.35,0.14,1.31,-1.69,-2.14,-0.88,-1.2,-0.88,0,11.41,6.300000000000001,0.52,2.08,13.1
d,a,b,c,e,1.86,0.02,-1.4,-1.11,-0.07,-0.27,-0.05,0.77,-1.73,-0.08,1.69,-0.43,0.6,0.02,-1.79,1,4.51,11.86,0.28,3.57,42.34
b,c,e,e,e,1.77,-0.37,-1.37,0.3,-0.19,-0.4,-0.27,1.6,0.68,-0.77,0.84,1.0,-0.21,0.75,-0.67,1,7.6,19.73,0.9,1.11,21.9
d,a,d,e,d,-1.09,-1.49,0.35,-0.05,1.3,-0.09,-0.49,-0.04,0.53,0.4,0.84,-1.26,0.44,-0.32,1.45,0,10.48,6.53,0.53,2.13,13.91
d,e,d,b,a,-1.16,-1.09,-1.21,2.12,0.3,-0.44,0.48,-0.24,-0.36,0.5,-0.19,-0.08,0.81,0.85,-0.01,0,12.68,6.33,0.42,1.72,10.89
a,c,d,d,b,0.31,-0.58,0.45,0.41,1.73,-0.38,-0.2,0.95,-1.61,-0.17,1.47,-0.18,-0.62,0.71,-0.58,1,9.97,18.45,0.69,1.45,26.75
e,b,a,c,b,-1.13,0.57,-0.66,0.98,0.18,-0.49,1.82,-1.52,1.09,-1.42,-0.34,1.34,-1.13,-0.8,0.3,1,13.45,18.18,0.48,2.08,37.81
a,a,d,e,e,-0.51,0.38,1.83,3.37,1.49,0.59,-0.01,-1.36,0.39,-1.04,2.22,1.71,0.57,-1.85,0.24,1,18.94,29.5,0.84,1.19,35.1
a,c,c,d,e,1.13,-0.65,-0.73,-0.13,0.53,1.29,-2.13,-0.75,2.78,-0.1,0.12,-1.35,0.2,0.72,-0.03,1,12.05,19.36,0.56,1.79,34.65
e,c,d,a,d,-2.1,-1.62,-1.34,0.63,-0.71,1.27,0.5,1.35,-1.11,0.07,0.46,-0.17,-1.15,0.79,-1.3,0,8.12,3.62,0.2,1.25,4.53
d,c,c,a,a,1.12,-0.9,-0.2,-0.97,1.27,-0.13,0.55,-0.75,-1.99,1.86,-1.19,0.57,-0.4,-2.71,1.67,1,12.8,19.0,0.42,2.38,45.22
d,b,c,a,e,1.93,0.53,-1.29,-2.04,-0.73,1.04,0.44,0.73,1.01,0.65,0.59,0.57,-0.25,-1.09,-0.56,1,10.71,20.52,0.69,1.45,29.75
b,e,a,d,a,-0.66,-0.46,0.6,0.48,1.91,0.88,-1.16,-0.98,0.34,1.28,-0.01,-1.29,-2.09,-1.81,0.59,1,15.31,20.400000000000002,0.56,1.79,36.52
b,b,b,b,d,0.97,0.4,0.64,-0.29,0.5,1.15,-0.38,-0.43,0.97,0.66,0.95,-0.25,0.72,1.08,1.44,1,16.06,27.44,0.94,1.06,29.09
a,d,e,d,c,1.87,-0.07,-0.59,0.9,1.92,-0.43,-1.77,-0.31,0.72,0.03,-1.11,0.63,-1.77,1.08,0.53,1,12.16,20.06,0.79,1.27,25.48
e,a,c,a,e,0.36,-1.86,-0.07,1.93,0.45,0.13,-1.34,1.61,-0.68,-0.26,-0.63,-0.76,0.5,-1.2,0.75,1,9.29,16.14,0.46,2.17,35.02
c,c,c,a,b,0.18,1.14,0.11,0.12,-0.92,-1.26,-1.42,0.68,0.05,-1.17,0.06,0.16,-1.49,-1.2,-0.07,0,7.98,8.290000000000001,0.67,3.03,25.12
c,c,a,e,e,-0.9,0.68,0.29,1.23,0.71,-0.47,-0.59,-1.22,-0.72,-0.6,-0.22,-1.71,0.03,0.55,0.06,1,9.12,14.75,0.63,1.59,23.45
a,b,b,d,b,-0.97,-0.9,0.28,-0.6,0.29,-0.53,-0.16,0.6,-0.73,-0.89,0.71,-1.01,-0.91,-2.17,-1.83,0,6.63,2.2100000000000004,0.2,1.25,2.76
e,e,a,a,c,0.72,0.92,-2.07,0.17,-1.52,-0.01,-0.41,1.7,0.72,-2.24,-0.17,1.26,1.37,-0.28,-0.03,1,15.16,24.82,0.9,1.11,27.55
