X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,t,TE,y,e,wt,v
b,d,0.92,0.45,-0.64,-0.26,0.03,0.26,0.89,-1.63,1,6.12,14.2,0.86,1.16,16.47
d,a,0.39,-1.71,0.05,-0.95,-0.86,-0.16,0.56,-0.3,1,1.37,6.14,0.5,2.0,12.28
e,d,-1.59,-0.83,-0.78,0.46,-0.99,-0.77,0.54,0.76,0,4.92,3.7,0.22,1.28,4.74
e,d,-0.06,-0.95,2.25,-1.2,0.42,0.45,-0.71,-1.64,0,8.09,6.62,0.42,1.72,11.39
a,c,-1.4,-0.07,0.72,-1.28,-0.31,-1.26,-0.72,0.05,0,2.2,1.8199999999999998,0.33,1.49,2.71
b,e,-0.23,1.26,0.59,-1.43,0.58,-0.33,1.76,-0.65,1,7.49,14.97,0.56,1.79,26.8
a,a,0.1,-0.23,1.23,2.1,-0.85,-0.58,0.02,0.99,0,6.86,7.21,0.49,1.96,14.13
c,c,0.97,-0.41,0.88,-1.43,0.22,-0.48,0.54,-1.38,0,4.8,5.33,0.55,2.22,11.83
e,d,-0.15,-0.51,0.88,0.9,0.18,-0.23,-0.44,0.68,1,5.58,11.120000000000001,0.81,1.23,13.68
c,a,1.09,1.06,-0.03,0.77,1.35,-1.63,0.03,0.67,1,9.04,15.48,0.92,1.09,16.87
e,d,-0.5,-0.4,0.76,-0.11,1.05,-0.38,-0.15,0.62,0,7.5,6.54,0.62,2.63,17.2
d,d,1.46,1.89,-1.93,0.64,2.28,1.55,-1.4,-0.51,1,13.84,22.65,0.99,1.01,22.88
e,b,-0.78,0.15,0.66,0.23,-0.46,-1.34,-0.89,-0.82,0,3.62,4.7,0.24,1.32,6.2
c,a,0.71,0.34,-0.4,2.99,-0.04,-0.3,0.29,-0.8,0,4.55,7.4399999999999995,0.62,2.63,19.57
b,d,0.06,0.43,0.24,0.14,0.75,0.87,0.72,0.93,0,6.7,8.84,0.89,9.09,80.36
a,b,0.88,0.18,1.15,0.57,-0.89,-0.1,0.08,-1.76,1,5.25,12.29,0.7,1.43,17.57
d,a,0.14,0.54,0.43,1.61,0.62,-0.4,-1.27,1.19,1,5.85,12.55,0.89,1.12,14.06
c,e,0.37,1.57,0.28,-0.95,1.82,0.52,-1.06,2.9,1,12.28,19.84,0.96,1.04,20.63
b,e,1.58,0.96,-1.24,0.5,0.62,0.71,0.1,-0.61,1,8.24,15.53,0.93,1.08,16.77
e,b,2.07,0.61,-2.93,0.19,0.86,0.81,0.01,1.03,1,9.27,16.95,0.87,1.15,19.49
b,d,0.42,0.12,-0.33,1.6,1.88,-0.05,-0.33,0.52,1,7.16,15.4,0.93,1.08,16.63
c,e,0.64,0.88,-0.13,0.29,1.52,2.58,0.1,-1.6,1,9.26,19.89,0.89,1.12,22.28
e,d,-0.16,-0.32,-1.67,0.85,-0.62,-0.68,-0.86,0.98,1,3.73,8.57,0.6,1.67,14.31
c,e,1.9,0.36,-1.46,-1.69,1.88,-1.26,1.96,-0.49,1,8.97,15.57,0.8,1.25,19.46
d,b,0.45,0.21,-1.26,-0.0,0.73,0.83,0.49,-0.07,0,4.19,8.3,0.76,4.17,34.61
d,e,0.14,-1.92,0.03,-1.64,1.25,0.13,0.85,0.14,0,5.08,6.3100000000000005,0.68,3.13,19.75
c,b,-0.14,0.22,-0.67,0.77,0.34,-3.04,-0.79,-1.01,0,2.55,4.38,0.34,1.52,6.66
a,d,-0.11,-0.26,-1.21,-0.82,-0.09,1.73,1.94,-0.44,0,3.57,7.26,0.72,3.57,25.92
c,b,0.86,-1.12,-1.47,-1.32,-0.04,-0.89,0.38,0.33,1,2.9,6.52,0.2,5.0,32.6
b,a,-0.72,0.68,-0.65,-0.12,-0.54,0.07,-1.9,-2.59,0,2.31,3.94,0.48,1.92,7.56
a,b,1.72,-0.52,-1.41,1.64,-0.11,-0.29,0.89,1.47,1,7.73,13.89,0.83,1.2,16.67
e,a,2.69,-0.75,0.94,-0.49,-1.18,1.25,1.06,1.85,1,12.26,20.93,0.79,1.27,26.58
d,b,-1.23,-0.46,0.49,1.28,-0.16,1.74,-1.65,-0.06,0,4.53,6.720000000000001,0.36,1.56,10.48
b,a,-0.29,-2.17,0.5,0.52,-0.41,2.25,-1.1,-0.61,1,4.44,11.82,0.55,1.82,21.51
d,d,0.57,-0.21,-1.15,1.43,-0.48,-0.19,1.74,0.36,0,5.11,7.2,0.54,2.17,15.62
a,d,-0.93,-0.51,-0.68,-1.42,1.02,1.82,1.58,0.2,0,6.49,8.1,0.6,2.5,20.25
a,d,-1.37,1.0,1.05,0.46,1.98,0.75,-1.78,1.44,1,12.38,18.880000000000003,0.9,1.11,20.96
e,d,-2.01,-0.85,0.01,0.83,0.28,-0.52,0.05,0.34,1,3.85,8.09,0.47,2.13,17.23
b,e,1.04,0.26,-0.82,0.28,1.03,0.81,1.03,0.58,1,7.23,15.74,0.93,1.08,17.0
b,b,1.67,0.67,0.6,1.5,0.57,-0.17,0.97,-0.22,1,9.3,17.52,0.87,1.15,20.15
b,c,-0.32,-0.42,-0.79,-0.22,-0.68,0.79,-0.05,-0.63,1,1.82,6.77,0.68,1.47,9.95
e,b,-0.7,-0.62,1.31,0.55,-0.53,-1.06,-0.36,1.54,1,7.36,12.190000000000001,0.43,2.33,28.4
a,d,0.43,-1.19,1.96,0.17,-0.97,1.28,1.6,-0.26,1,7.42,15.88,0.75,1.33,21.12
d,b,-0.48,-0.57,1.23,-0.81,-0.31,1.88,0.11,0.91,1,5.72,12.24,0.66,1.52,18.6
b,e,-0.77,1.69,0.5,-0.25,1.06,1.21,-0.49,-0.13,1,8.56,16.29,0.9,1.11,18.08
d,c,-0.77,-1.06,0.63,2.26,-1.36,-1.0,-0.53,-0.48,1,3.35,8.23,0.15,6.67,54.89
d,d,-0.52,-0.6,0.12,0.1,-1.44,-1.21,-0.63,0.14,0,2.83,3.2,0.14,1.16,3.71
b,c,0.16,1.3,1.37,-0.37,-1.37,0.56,-0.44,-0.67,1,6.51,11.42,0.7,1.43,16.33
a,b,0.84,1.93,1.21,-1.31,-0.98,-0.12,0.67,-1.8,1,8.75,15.43,0.45,2.22,34.25
c,b,-1.47,-0.72,1.34,-0.63,0.64,-0.5,-0.01,-0.02,0,4.45,4.41,0.31,1.45,6.39
e,b,-0.77,0.26,0.58,-2.46,-0.8,-0.08,0.22,-0.05,0,2.53,4.62,0.35,1.54,7.11
e,c,-1.19,0.36,-0.77,1.39,0.76,0.45,0.81,0.15,1,5.53,11.79,0.69,1.45,17.1
a,c,0.96,0.35,0.33,-0.76,-1.17,-1.1,-1.62,0.68,0,4.9,1.5299999999999998,0.48,1.92,2.94
e,a,1.11,1.29,-0.36,0.55,1.77,-0.84,1.67,-0.76,1,8.9,18.73,0.9,1.11,20.79
a,d,-1.24,0.59,0.85,-0.04,-0.33,0.83,0.25,-0.82,1,6.01,13.05,0.39,2.56,33.41
a,c,1.4,-0.05,0.14,-1.99,-1.01,-0.09,-1.25,0.41,1,4.13,7.66,0.31,3.23,24.74
e,b,-0.2,1.21,0.81,0.39,-0.46,-2.05,0.04,-1.02,0,5.12,4.51,0.34,1.52,6.86
d,c,0.3,0.03,-1.1,-1.04,-1.7,0.63,-1.27,1.1,1,3.43,6.22,0.23,4.35,27.06
a,a,-1.09,1.12,-0.42,-1.26,0.48,0.97,-0.18,-1.23,1,4.08,10.35,0.72,1.39,14.39
e,e,-0.15,2.24,0.11,0.9,0.41,0.56,-1.21,0.03,1,7.02,14.17,0.8,1.25,17.71
e,b,0.29,-0.32,1.36,-2.21,-2.37,-0.14,-1.4,-1.58,0,5.37,1.5,0.1,1.11,1.66
b,c,-1.0,1.32,-0.15,0.92,0.02,1.22,-1.65,-0.51,1,4.42,9.42,0.85,1.18,11.12
c,e,0.03,1.06,0.28,0.93,0.72,0.01,-0.36,0.21,1,5.33,12.33,0.92,1.09,13.44
b,c,-0.19,-0.26,0.07,1.27,-0.53,0.36,-0.28,-0.76,0,3.45,5.5600000000000005,0.53,2.13,11.84
d,c,-0.94,-0.42,-1.5,-0.82,1.52,0.26,-0.74,2.24,1,6.83,10.54,0.78,1.28,13.49
a,b,-0.73,-1.8,-0.4,-0.29,-0.28,1.99,0.72,-0.63,1,3.32,9.21,0.31,3.23,29.75
d,d,1.72,-0.17,-0.26,0.62,-1.07,0.19,-1.05,0.58,1,6.13,10.99,0.73,1.37,15.06
c,e,-1.15,-1.15,0.29,-1.29,-0.69,-0.76,-0.72,0.06,0,2.75,3.49,0.18,1.22,4.26
a,c,-0.45,0.01,-0.74,-0.88,-0.35,-0.14,1.01,-0.5,0,1.5,4.38,0.28,1.39,6.09
c,c,1.32,-1.4,-0.71,0.22,1.12,-0.12,0.94,1.47,1,8.47,16.15,0.88,1.14,18.41
e,d,1.42,-0.1,-0.95,-0.91,0.08,-1.03,0.83,-1.11,0,6.5,5.5600000000000005,0.73,3.7,20.57
d,c,1.16,-1.39,0.03,2.09,-1.05,0.85,-0.62,-0.56,0,3.78,6.9,0.4,1.67,11.52
d,c,0.49,0.17,0.88,-0.97,1.08,0.56,-0.78,1.87,0,9.36,6.54,0.72,3.57,23.35
d,b,0.34,0.11,0.04,0.33,-0.76,0.48,1.12,0.68,1,2.87,10.059999999999999,0.65,1.54,15.49
d,e,0.02,-0.33,1.22,0.59,-0.85,-0.77,-2.07,0.84,1,6.0,8.84,0.66,1.52,13.44
d,a,-0.57,-1.18,-0.6,1.29,0.87,1.99,-1.98,1.86,1,7.21,14.98,0.87,1.15,17.23
b,c,-0.13,-1.23,0.78,1.61,0.33,-0.04,-1.89,-1.65,1,3.72,8.86,0.5,2.0,17.72
d,b,-0.72,-0.37,0.38,1.45,0.11,0.85,-0.08,0.27,0,2.82,6.42,0.56,2.27,14.57
e,d,-0.07,2.59,-1.78,-0.08,1.49,-0.93,0.71,-1.25,1,10.34,16.27,0.89,1.12,18.22
c,c,-1.11,0.85,1.41,0.02,0.2,-2.11,0.07,-0.84,1,5.71,8.84,0.54,1.85,16.35
d,d,1.26,-0.86,0.3,-2.18,0.51,0.05,1.38,-0.61,0,6.66,5.46,0.74,3.85,21.02
c,c,0.35,-0.48,-1.14,-1.11,-0.16,-0.14,1.31,-0.07,0,1.43,4.73,0.27,1.37,6.48
b,e,1.88,0.48,0.9,1.06,-1.03,0.48,1.75,-1.62,1,9.61,19.07,0.63,1.59,30.32
d,d,1.6,-0.45,-0.72,-1.32,-0.15,-1.35,1.59,1.67,1,8.38,14.25,0.44,2.27,32.35
d,e,-0.41,0.1,-0.46,-1.99,1.49,0.11,0.09,1.01,1,6.47,11.8,0.7,1.43,16.87
b,b,0.69,-0.03,1.4,-0.58,1.45,-0.23,-0.01,-1.2,0,7.98,7.32,0.71,3.45,25.25
a,c,-1.76,-1.57,-0.57,-1.35,1.78,0.1,0.32,-1.52,0,4.66,4.45,0.28,1.39,6.19
a,d,-1.13,-2.32,-1.25,1.22,-0.58,-0.44,-1.79,0.27,0,4.48,3.1100000000000003,0.13,1.15,3.58
e,b,1.31,0.77,0.97,1.14,-0.77,-0.73,0.64,-2.4,1,7.48,13.54,0.67,1.49,20.17
e,a,-0.59,2.33,0.02,0.72,0.75,-1.47,-0.25,-0.29,0,7.4,6.01,0.87,7.69,46.22
a,c,0.2,-0.22,-0.75,0.39,-0.39,-2.1,-0.68,-1.55,1,1.68,4.56,0.33,3.03,13.82
d,b,-0.11,0.54,0.16,0.99,2.23,-0.59,-0.82,-1.23,0,5.94,6.29,0.64,2.78,17.49
a,d,-0.84,-0.35,0.9,0.14,-0.73,0.26,-1.05,-1.37,1,4.97,8.93,0.51,1.96,17.5
e,b,0.11,-2.45,0.58,-1.12,0.45,-1.13,-0.92,-0.43,0,4.62,3.95,0.13,1.15,4.54
d,b,-1.21,0.15,0.84,-1.25,0.91,-0.24,-1.06,0.93,1,5.59,9.35,0.31,3.23,30.2
b,c,-0.09,0.13,-1.02,0.65,-0.37,0.41,1.1,-0.89,1,2.37,9.780000000000001,0.55,1.82,17.8
b,b,-0.55,-0.29,1.03,0.32,-0.53,1.28,-1.09,-0.33,0,4.98,5.76,0.79,4.76,27.42
b,a,0.9,0.42,0.49,0.7,0.24,-0.18,-0.38,-0.16,1,4.39,10.79,0.75,1.33,14.35
a,c,0.47,0.87,-1.55,-1.57,0.81,0.07,0.77,1.25,1,7.75,13.91,0.86,1.16,16.14
b,d,-1.17,1.24,-0.25,0.5,1.49,0.48,-0.4,0.19,1,7.96,15.09,0.83,1.2,18.11
d,a,1.26,0.13,-0.23,-0.35,0.52,-1.2,2.12,-0.78,0,4.43,6.85,0.56,2.27,15.55
b,c,-0.7,0.63,-0.66,0.4,-0.1,1.63,-0.16,-0.43,1,3.27,10.82,0.87,1.15,12.44
d,c,0.51,-1.78,0.65,0.49,0.76,0.36,-1.43,0.13,1,5.15,9.530000000000001,0.76,1.32,12.58
b,b,0.31,0.16,-3.2,-0.47,-0.26,0.89,0.36,0.33,1,3.46,8.51,0.79,1.27,10.81
b,d,0.03,0.5,0.29,-0.73,-0.53,-0.1,-0.86,0.21,0,4.66,5.74,0.76,4.17,23.94
b,d,-1.1,-0.76,-1.22,-0.06,0.02,0.69,-1.07,1.01,0,4.96,4.31,0.8,5.0,21.55
a,d,-0.16,0.38,-1.14,-1.17,-0.43,-1.23,-1.73,2.84,0,8.08,2.19,0.59,2.44,5.34
d,a,-0.81,0.93,-0.96,0.01,0.95,1.04,0.82,-0.19,1,5.76,14.16,0.82,1.22,17.28
a,e,-0.19,-0.16,0.44,0.28,1.48,-1.32,0.64,1.95,1,8.26,14.75,0.88,1.14,16.81
e,a,-0.53,1.34,-0.11,2.29,-1.13,0.06,1.02,-0.92,1,5.1,12.94,0.68,1.47,19.02
e,b,0.29,-0.63,0.3,-1.41,-0.55,0.0,-0.29,-0.98,0,3.99,4.06,0.18,1.22,4.95
c,d,-0.26,1.4,1.06,-0.63,0.32,-0.2,-0.94,-0.87,1,6.58,12.79,0.86,1.16,14.84
a,c,0.09,1.33,1.23,-1.66,-1.91,-0.15,0.9,1.09,1,7.6,10.93,0.48,2.08,22.73
a,a,1.3,-0.27,-0.56,1.58,1.29,-0.17,-1.84,-0.93,1,6.51,12.78,0.85,1.18,15.08
b,d,1.14,-1.43,0.9,-0.88,0.64,0.56,-1.27,0.56,0,9.5,6.54,0.73,3.7,24.2
d,d,0.33,-1.24,-0.22,0.75,0.04,0.98,1.89,1.11,0,5.02,7.75,0.48,1.92,14.88
c,a,-0.92,-1.36,0.35,1.13,-0.95,0.07,-1.05,0.06,0,3.11,4.86,0.56,2.27,11.03
d,a,2.02,-0.61,-0.4,-2.02,-0.19,-0.18,1.03,-1.32,1,4.27,10.1,0.33,3.03,30.6
b,c,-0.15,-0.09,-1.39,2.03,-0.68,-0.75,1.06,1.02,1,4.62,10.6,0.62,1.61,17.07
c,a,0.0,0.04,-1.52,-0.31,-0.97,-0.77,-1.37,-1.16,0,0.53,2.77,0.41,1.69,4.68
c,a,-0.52,-0.39,0.08,0.48,-0.72,-1.73,0.91,0.54,1,3.0,7.96,0.23,4.35,34.63
c,d,-2.47,-0.02,0.65,-0.66,-0.86,-1.5,-0.41,0.05,1,4.26,7.87,0.37,2.7,21.25
b,d,-0.54,0.67,1.05,-0.51,2.02,0.54,0.04,-0.98,1,9.64,17.53,0.89,1.12,19.63
c,a,0.78,0.02,-1.49,-1.22,0.01,0.9,-1.42,0.92,0,4.23,4.79,0.56,2.27,10.87
b,a,-0.05,-0.98,-0.42,-0.4,-0.58,0.83,0.89,0.83,1,3.91,9.879999999999999,0.64,1.56,15.41
c,d,-0.87,-0.03,-1.33,-0.33,-1.33,1.02,-0.65,0.14,1,4.16,8.42,0.44,2.27,19.11
d,c,0.76,0.47,-0.67,-0.17,1.43,-0.28,-2.16,0.14,0,5.65,5.55,0.65,2.86,15.87
c,c,0.91,0.6,-0.34,1.46,-0.28,0.72,-0.14,0.02,0,5.9,6.57,0.58,2.38,15.64
d,b,1.31,-0.67,-1.91,-0.14,0.66,0.17,-0.29,-0.53,1,3.97,9.030000000000001,0.49,2.04,18.42
e,d,1.15,0.98,1.18,1.03,-0.34,-1.66,-1.36,1.11,1,11.35,16.59,0.81,1.23,20.41
c,b,0.25,0.9,-0.33,1.46,0.94,-0.61,0.05,-0.02,1,5.9,14.2,0.86,1.16,16.47
a,d,0.62,-0.72,0.1,-0.3,2.27,-0.52,1.4,0.56,1,8.43,15.8,0.94,1.06,16.75
d,b,0.44,-0.13,0.13,-0.28,-1.53,-0.32,-0.27,-0.68,0,1.81,4.82,0.22,1.28,6.17
c,d,1.96,0.21,-0.08,1.46,-1.68,-0.5,1.97,-0.74,1,7.82,14.62,0.74,1.35,19.74
d,d,0.24,-0.65,2.3,-0.33,-1.15,-0.87,-0.72,0.03,0,6.73,4.79,0.61,2.56,12.26
d,a,-0.33,0.68,0.95,-0.16,-0.06,1.57,0.96,0.64,1,6.11,13.58,0.89,1.12,15.21
a,a,-0.28,-1.55,-1.12,-0.52,0.53,-0.55,0.92,-0.31,1,2.43,7.48,0.65,1.54,11.52
b,c,1.19,-0.14,1.02,0.19,-1.01,-0.75,-1.62,-1.22,1,4.98,8.46,0.51,1.96,16.58
e,d,-0.91,1.42,-0.55,-1.17,0.48,-0.19,-0.56,-0.03,0,6.7,4.83,0.56,2.27,10.96
e,b,-1.27,1.47,-0.98,-1.11,-1.19,-0.81,-0.1,0.09,0,4.23,3.77,0.34,1.52,5.73
b,e,-0.97,-0.52,-0.23,-1.69,0.63,-0.75,0.78,0.86,1,3.84,7.85,0.46,2.17,17.03
e,b,0.12,-0.26,-1.92,2.25,-0.31,0.56,1.24,-0.2,0,4.14,7.88,0.63,2.7,21.28
b,a,-0.96,2.24,1.31,-0.45,0.47,-0.29,-0.15,-0.29,1,7.4,13.5,0.86,1.16,15.66
b,b,-0.51,-1.03,-0.86,0.07,1.64,2.15,0.9,0.36,1,6.66,15.66,0.91,1.1,17.23
c,a,-0.02,0.36,-0.49,-0.44,-1.83,1.64,1.71,0.56,0,4.31,7.7,0.42,1.72,13.24
b,c,0.96,0.22,-0.09,-0.92,0.6,-1.17,1.29,-1.63,1,4.44,10.21,0.52,1.92,19.6
e,b,1.04,-0.12,1.18,-0.47,-0.19,-0.55,-0.54,0.92,1,6.6,12.15,0.57,1.75,21.26
d,a,-0.04,-1.31,-0.3,-0.33,0.35,0.64,1.24,-0.88,0,2.71,7.1,0.6,2.5,17.75
d,c,0.34,-1.2,0.41,1.99,-0.55,-0.7,1.05,-1.28,1,2.65,7.91,0.5,2.0,15.82
b,e,1.07,-0.11,0.25,-0.18,-1.0,-0.36,0.46,1.1,1,6.45,13.24,0.69,1.45,19.2
a,e,-1.14,-0.88,0.54,-0.08,0.26,-2.68,0.59,0.03,0,3.36,2.85,0.21,1.27,3.62
a,c,0.7,0.37,-0.76,-0.9,-0.68,-1.25,1.26,-1.17,1,4.66,8.14,0.51,1.96,15.95
c,d,0.79,-0.08,-0.64,-0.54,0.89,0.47,-1.22,0.96,1,6.64,12.42,0.7,1.43,17.76
d,a,-0.35,0.28,-1.39,-0.28,1.2,-0.04,1.1,-0.55,1,2.75,9.55,0.88,1.14,10.89
d,a,0.74,0.94,0.65,-1.76,0.61,-1.7,0.39,-0.38,1,5.33,10.719999999999999,0.76,1.32,14.15
c,e,-0.33,2.41,-0.48,1.01,-0.31,1.01,-0.02,-1.96,1,7.0,14.19,0.6,1.67,23.7
b,e,-0.97,0.21,-1.02,-0.36,-0.08,0.07,0.57,-0.36,1,3.69,9.0,0.38,2.63,23.67
a,d,0.25,0.54,-0.2,-1.35,-0.57,0.92,0.38,-1.21,1,5.4,10.79,0.66,1.52,16.4
a,d,0.53,0.84,0.93,1.01,-0.12,0.67,-0.79,0.06,1,7.57,13.78,0.9,1.11,15.3
a,d,1.58,-0.0,-0.17,-0.08,-0.42,0.34,1.02,0.59,1,7.56,14.57,0.77,1.3,18.94
c,a,0.46,-1.22,0.45,0.17,-1.42,0.91,-0.8,-1.07,1,2.77,7.66,0.51,1.96,15.01
a,e,0.93,-0.32,0.49,0.62,0.24,-0.51,1.49,-0.36,1,4.62,11.65,0.84,1.19,13.86
b,d,0.3,0.55,1.16,-0.46,0.0,-0.64,2.38,0.37,1,8.2,16.23,0.7,1.43,23.21
e,d,-1.49,0.12,-0.89,-1.26,0.81,0.07,-0.94,0.43,0,4.79,5.01,0.45,1.82,9.12
b,b,-0.18,-1.06,-2.67,0.89,-0.28,-0.46,0.24,-0.84,0,2.41,4.97,0.55,2.22,11.03
d,b,0.28,-0.14,1.1,0.49,-0.75,-0.85,0.72,0.12,1,4.16,10.39,0.63,1.59,16.52
a,c,-0.41,-0.89,-0.42,0.34,-0.86,1.71,-0.66,0.26,0,3.81,4.11,0.72,3.57,14.67
c,d,-2.18,-1.08,0.39,0.19,0.98,-0.74,-0.77,-2.23,1,5.17,9.41,0.37,2.7,25.41
d,c,-1.28,-0.24,-0.62,1.06,-0.7,0.35,-0.5,-1.32,0,2.56,3.71,0.41,1.69,6.27
c,e,0.19,-1.38,1.37,-1.14,1.09,-0.08,-0.54,1.78,1,8.2,13.93,0.83,1.2,16.72
a,a,0.13,-1.45,0.14,-0.43,0.52,0.63,-0.02,0.87,1,5.52,11.09,0.82,1.22,13.53
a,c,-2.36,1.71,-0.9,2.06,0.97,0.5,0.9,0.01,0,6.27,7.5,0.72,3.57,26.78
e,c,0.79,2.0,1.07,-0.39,-0.97,-1.06,-3.1,-0.17,1,8.45,10.1,0.71,1.41,14.24
e,d,0.2,-0.25,-0.92,-0.69,-0.99,0.4,0.64,0.53,1,4.86,9.5,0.54,1.85,17.58
d,a,-2.52,0.28,0.07,-0.8,0.08,-0.44,-0.45,-1.63,0,2.46,4.6,0.17,1.2,5.52
c,e,-0.26,-0.57,-0.01,-0.85,1.91,0.65,-0.79,1.68,1,6.64,13.84,0.79,1.27,17.58
b,c,0.59,0.23,0.21,-0.89,-0.97,-0.07,0.58,-0.1,0,4.37,4.15,0.4,1.67,6.93
d,b,1.08,-0.21,-0.59,0.21,2.33,-0.53,1.17,1.75,0,9.3,7.85,0.74,3.85,30.22
c,d,-1.02,-0.34,-1.13,0.53,-0.76,2.42,1.05,0.16,1,4.37,12.26,0.58,1.72,21.09
a,d,-1.24,0.46,0.28,-0.49,-0.42,-0.58,1.3,-1.52,0,4.17,5.7,0.52,2.08,11.86
e,e,0.5,2.23,0.31,1.58,0.02,-1.26,0.84,-1.34,1,7.57,15.66,0.75,1.33,20.83
c,e,0.9,0.27,-0.6,0.69,-1.36,-0.73,-0.02,0.36,1,3.95,8.32,0.52,1.92,15.97
c,e,-0.16,0.34,-2.29,-0.8,1.31,-0.12,0.19,-1.67,0,3.38,5.63,0.68,3.13,17.62
c,b,-1.14,-1.06,-0.4,2.14,0.84,0.35,0.68,0.78,1,4.23,12.54,0.44,2.27,28.47
a,e,0.77,-1.03,-1.05,-0.58,0.48,0.44,0.01,-0.09,1,3.87,8.64,0.75,1.33,11.49
d,b,0.11,0.84,-0.55,0.15,0.23,-1.05,0.94,1.56,1,6.07,11.77,0.81,1.23,14.48
a,b,-0.07,-2.26,0.97,0.91,1.09,-0.7,0.21,-1.59,1,6.09,12.51,0.58,1.72,21.52
b,b,0.44,0.49,1.07,2.05,-1.5,1.41,0.3,-1.1,1,7.38,16.68,0.72,1.39,23.19
c,a,-0.61,1.1,-1.09,-1.44,-0.01,-2.57,0.96,0.83,1,3.82,7.5,0.73,1.37,10.28
d,d,1.68,1.31,-0.21,0.33,-1.29,0.24,-0.79,0.01,1,7.81,14.67,0.6,1.67,24.5
e,e,0.71,0.23,0.26,-2.52,1.02,0.5,1.24,-0.61,1,6.99,14.41,0.75,1.33,19.17
a,e,0.56,1.02,0.68,-0.88,0.21,-0.77,0.09,0.48,1,7.09,12.3,0.89,1.12,13.78
c,a,1.48,-1.52,-0.09,-0.55,-0.12,-1.14,0.82,0.59,1,4.21,10.559999999999999,0.77,1.3,13.73
e,c,1.99,-0.64,1.59,0.68,0.09,-1.73,0.35,-0.85,0,9.25,5.17,0.41,1.69,8.74
d,e,0.13,-0.5,-0.56,1.12,0.88,-0.21,1.69,0.54,1,5.32,13.51,0.72,1.39,18.78
b,d,-0.03,1.06,0.64,-0.25,0.58,-1.02,0.38,-0.32,1,6.32,13.45,0.67,1.49,20.04
e,c,-1.76,1.45,-0.17,0.35,1.33,-1.62,1.0,1.18,0,9.19,5.43,0.53,2.13,11.57
e,b,1.01,0.44,-1.17,-1.07,0.93,-0.17,0.98,-1.33,1,6.12,13.74,0.64,1.56,21.43
c,d,-0.77,-0.69,-0.12,1.72,-1.2,0.87,-1.01,-0.38,0,4.5,4.85,0.3,1.43,6.94
c,a,-2.13,-0.38,-0.84,0.14,1.14,0.44,0.84,-2.06,1,3.42,9.690000000000001,0.74,1.35,13.08
b,e,0.46,0.58,-0.67,-0.03,1.19,0.99,0.54,1.24,1,7.75,16.07,0.91,1.1,17.68
a,d,-0.11,1.11,1.52,-0.02,0.62,-0.22,-0.41,0.83,0,9.82,7.27,0.94,16.67,121.19
a,c,0.65,-0.06,-0.19,2.3,1.71,-0.23,0.84,1.19,1,8.9,17.82,0.78,1.28,22.81
b,d,-0.6,0.22,0.95,0.69,0.63,0.07,0.17,-0.25,1,6.51,14.67,0.85,1.18,17.31
a,c,-0.1,-1.2,0.22,0.5,0.46,2.38,-1.79,0.09,1,4.34,10.86,0.7,1.43,15.53
b,a,-0.28,1.05,-0.9,-0.74,-0.92,0.13,-0.88,1.55,1,6.4,10.41,0.81,1.23,12.8
d,e,0.52,-0.14,-0.49,0.11,0.18,-0.34,-0.32,-1.24,1,3.76,9.46,0.48,2.08,19.68
b,d,-0.29,0.86,0.11,0.62,-1.5,-0.24,0.56,-1.12,0,5.05,5.09,0.68,3.13,15.93
e,b,0.05,0.32,-0.53,0.9,-0.02,1.64,-1.86,1.43,0,7.06,5.6899999999999995,0.67,3.03,17.24
e,a,-1.42,-0.71,-0.07,-0.59,2.21,-1.55,-1.07,-0.39,1,5.24,8.95,0.78,1.28,11.46
d,d,-0.74,0.78,1.03,-1.21,0.29,0.19,-0.3,-0.9,1,5.51,12.18,0.64,1.56,19.0
e,b,-1.52,-1.07,-1.57,0.44,0.22,0.12,0.75,-1.1,0,1.68,5.88,0.21,1.27,7.47
e,c,0.48,0.48,-0.88,0.23,-0.46,0.38,0.6,0.58,1,4.11,9.41,0.79,1.27,11.95
e,d,-0.32,-1.25,1.5,-0.12,-0.48,0.55,1.22,-0.31,1,6.93,14.63,0.51,1.96,28.67
d,e,-1.16,0.36,-0.72,0.2,0.89,0.77,-0.51,1.55,0,7.07,6.16,0.77,4.35,26.8
d,a,1.07,0.32,-1.4,-0.63,0.48,-0.82,0.97,-0.33,1,5.26,12.08,0.85,1.18,14.25
c,d,1.02,0.97,-0.18,-0.2,-0.24,-0.75,-0.62,-0.0,1,6.08,12.25,0.79,1.27,15.56
c,c,0.64,-1.69,-0.18,0.59,-1.53,0.22,1.49,-0.6,1,3.95,8.75,0.13,7.69,67.29
b,d,-1.36,-1.8,0.96,-1.96,1.54,-0.63,0.3,-0.29,1,7.57,12.69,0.67,1.49,18.91
b,c,0.82,-0.9,1.79,-0.46,-0.75,-0.57,-0.63,2.08,0,8.3,4.94,0.66,2.94,14.52
e,c,1.63,-0.06,-1.3,0.46,-0.02,-0.16,0.6,0.57,0,6.75,6.93,0.82,5.56,38.53
b,a,-0.76,1.4,0.21,0.79,-1.24,0.75,-0.96,-0.23,0,4.7,5.8100000000000005,0.53,2.13,12.38
b,d,-1.36,-0.14,1.15,-1.58,-0.24,-0.27,-0.04,0.38,1,4.61,9.780000000000001,0.54,1.85,18.09
